1.000000000000000000e+00,1.000000000000000000e+00,-7.536383164437648219e+00,7.958232365909555739e+00,1.000000000000000000e+00,inf
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,inf
1.061376927681543947e+01,1.072962554381796352e+01,-4.887661043011340412e-01,4.805991423732862700e+00,1.000000000000000000e+00,5.343461642305027404e-01
1.096232875464102996e+01,1.096249251150067749e+01,-4.502047202360991984e-01,3.598209303404433790e+00,1.000000000000000000e+00,5.192662223571391511e-01
2.928378398419205553e+00,2.930836853675875098e+00,-4.366522180758697580e+00,4.818974446805332157e+00,1.000000000000000000e+00,5.175361391975035197e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.118742523146141421e-01
1.000000000000000000e+00,2.308494353138595301e+00,-6.046195344118553194e+00,7.958214331188351309e+00,1.000000000000000000e+00,2.240762540727199159e-01
1.000000000000000000e+00,1.000000000000000000e+00,-7.536383164437648219e+00,7.958232365909555739e+00,1.000000000000000000e+00,1.977324915419544360e-01
2.502089691803365934e+00,2.476379559280770692e+00,-4.945676848556524341e+00,6.386926126552738836e+00,1.000000000000000000e+00,6.471920649673383596e-02
1.000000000000000000e+00,2.930311759706738517e+00,-5.383486915101345360e+00,6.388597680259939793e+00,1.000000000000000000e+00,6.189663251968644669e-02
2.694859007271591445e+00,2.710521486077535958e+00,-4.655948473029502210e+00,5.198577217273663287e+00,1.000000000000000000e+00,5.287887335011581813e-02
1.000000000000000000e+00,2.509292460821916926e+00,-5.826069598763357504e+00,7.098820952376453164e+00,1.000000000000000000e+00,5.226244810763691628e-02
2.637709728464809000e+00,2.695576938309219184e+00,-4.703467786291946950e+00,5.347422010097725220e+00,1.000000000000000000e+00,5.177270466579359659e-02
2.595378034008891444e+00,2.668428225317163616e+00,-4.749782328218005389e+00,5.511510224067519559e+00,1.000000000000000000e+00,4.830366876256948078e-02
1.004437503269365539e+00,2.594806418338892584e+00,-5.732198574972635186e+00,6.855221777691292040e+00,1.000000000000000000e+00,4.786596122906153217e-02
1.000000000000000000e+00,2.343770645490486082e+00,-6.007132671897431386e+00,7.789831788393479783e+00,1.000000000000000000e+00,4.346225495679233164e-02
1.084679725874352840e+01,1.086565930012862680e+01,-4.639302230332299493e-01,3.765600594355460906e+00,1.000000000000000000e+00,4.220342280744750207e-02
2.713274489973922066e+00,2.797375646201492039e+00,-4.586745467136547738e+00,5.049855502082812642e+00,1.000000000000000000e+00,3.939106077944024009e-02
1.068286579676684589e+01,1.068998813880334531e+01,-4.867556315666207722e-01,4.663460069008494635e+00,1.000000000000000000e+00,3.720763828144049712e-02
