-8.273254234969264543e-10,6.863569148580056378e+01
-3.347007550071257939e-09,6.425406748530849654e+01
-5.198028998964003205e-08,6.326567834769022625e+01
-4.667593874171538915e-09,5.932831280125475359e+01
-4.881303622880476151e-05,3.812836857866361129e+01
-2.183356844594015262e-05,4.059257308830945732e+01
-2.015982052464083355e-03,3.271233309806676459e+01
-5.678816823477540025e-09,7.020131542919608592e+01
-1.314991135511063797e-04,4.334873737395326998e+01
-8.289365281735975840e-04,4.016577629347921174e+01
-5.924451395908793272e-02,1.418059927519960439e+01
-4.982782247072081109e-05,3.669825408518477161e+01
-4.229784100438222080e-04,3.324856666926364568e+01
-2.413888366986227949e-08,5.373237297138281576e+01
-1.313484924042019608e-01,1.776568037177468540e+01
-9.530609419860367295e-09,5.555467659123083735e+01
-3.332426996584495269e-08,5.588856332615594624e+01
-5.799901372464178254e-05,3.735145467519593865e+01
-7.693890577951626645e-08,5.455052368704179599e+01
-6.157538664616981840e-09,5.858515304479805508e+01
-1.369782404632415061e-10,7.177926255763408392e+01
-7.642608318922736513e-07,5.046376464111641980e+01
-1.808815399390666001e-05,4.240196040612901385e+01
-6.799115399749270251e-04,2.783666782716147026e+01
-5.016742192138029841e-08,5.345250360274105361e+01
-2.874291480766756114e-04,3.717455710524564694e+01
-4.173466538128639063e-09,5.585043060024263895e+01
-1.030362890938544889e-03,2.751444662549944198e+01
-4.818260724269407547e-01,1.481828307157911517e+01
-5.607910171225435561e-07,3.779535798323407647e+01
-2.293073148721394661e-09,6.079857323052966933e+01
-2.137547125117919040e-05,3.249157253925260846e+01
-1.745466893962045843e-05,3.944747211497534067e+01
-6.925972328760846279e-08,4.244154475633576595e+01
-8.313353567964239244e-02,2.109643071627460387e+01
-2.347052636474207004e-09,6.855041219439956990e+01
-1.548989490153761592e-08,4.916157441385105642e+01
-9.792577519056567756e-05,4.381547935874689159e+01
-2.677568602468161779e-02,1.353769840653142253e+01
-4.578633615204148993e-05,3.287691044041974919e+01
-2.626555342128791518e-11,7.597011925753042760e+01
-7.839044893362019108e-05,3.280063489801298715e+01
-3.476612771807075083e-04,3.533022318530148453e+01
-2.707682464899686475e-05,3.964660520521193376e+01
-1.284425900136642056e-07,4.340631857656624959e+01
-3.401493237965660090e-09,7.319311246074798305e+01
-5.760328540007124897e-05,3.399421656083307397e+01
-4.905375397209206240e-08,6.214905204625205215e+01
-5.879806872583074144e-07,4.193368159011149743e+01
-2.453615671074007168e-09,6.776816408404418723e+01
-1.675451039659936083e-08,5.542599142724369443e+01
-3.455723909806638074e-07,5.631377444692729028e+01
-2.524273010736940645e-08,4.987555830959674807e+01
-4.502823776630459026e-08,5.756612826875980460e+01
-3.109154017170244945e-08,5.608905995745320894e+01
-6.466376058964532893e-08,5.423189010233523533e+01
-2.478942866998663235e-06,4.228199349041152288e+01
-3.762057063153897991e-07,4.077073133097393765e+01
-2.192024176563496151e-07,4.976757557315903568e+01
-1.898268464051792225e-05,2.813374976564993091e+01
-5.282618359491060417e-09,6.326632929449343834e+01
-3.526712346928937003e-08,5.085465337550165543e+01
-9.077849510071298136e-09,5.476574009460613723e+01
-2.600412423490935107e-04,3.246271316080535740e+01
-6.190403958673298653e-04,2.261518197682482878e+01
-1.292043975854852578e-08,4.914360647864886289e+01
-2.231943746673471438e-03,2.867484951676595628e+01
-1.589317456495875256e-05,4.336416043381181851e+01
-1.085230531962124269e-03,3.059267737106534213e+01
-5.374104132607913151e-08,4.435283807345572171e+01
-1.114169460888426088e-03,3.656007377981029549e+01
-1.619936997040528903e-01,1.437032279119641665e+01
-2.542852368832637883e-06,4.965589220127392878e+01
-2.625998726529749407e-06,4.663478494606724922e+01
-5.347991881658488822e+00,7.448722966889016028e+00
-3.080896198076399969e-03,2.464953474823071389e+01
-1.215875105604452383e-08,5.262026110163652959e+01
-6.208139471697256066e-10,7.183942704264936197e+01
-5.880190004635513223e-02,1.758318546893003642e+01
-4.993491508324684424e-10,6.001587125177453430e+01
-8.029240980828007412e-01,5.651604739192894300e+00
-8.466339758101378577e-08,4.173937339622217735e+01
-2.885531183694496271e-07,3.776442190450965342e+01
-7.014371633661326867e-09,6.212691240418428862e+01
-5.534287747913115725e-07,4.995663663167562873e+01
-2.801732598276125206e-06,3.961863490942482002e+01
-9.227215061986412470e-07,4.541685539619214751e+01
-1.927402790029069942e-08,4.083327956425854666e+01
-3.559445843578110179e-07,5.682105340745476951e+01
-3.444073393414950055e-05,2.657274255066876734e+01
-8.592048191887372011e-03,2.230675935669738408e+01
-3.470285389429203042e-10,6.962605604993643738e+01
-1.019501960016260974e-08,5.895526333159446608e+01
-1.670867111921406963e-03,2.177624711942927860e+01
-1.837215752276381483e-09,6.325305741663754588e+01
-1.567571035978668852e-07,4.880303365040121832e+01
-4.408550300123808314e-08,5.966724247436160056e+01
-2.581505949230666261e-09,6.834797935229556742e+01
-6.671257221920653412e-08,4.434505755497814761e+01
-5.980667404056087237e-06,3.816759915587842755e+01
-5.502947224969893195e-05,4.134667187214567718e+01
-5.331341832920312440e-02,1.993426612123727537e+01
-1.061790423224327285e-03,2.972957659149599152e+01
-5.191961639406850738e-08,6.134204427229256851e+01
-5.247471238721826027e-07,5.653643543969323559e+01
-8.140413302066326628e-02,1.539767062186333391e+01
-5.023096354966395671e-02,1.991698424594896366e+01
-1.360550599250872749e-03,2.613207508999572326e+01
-5.695381804450982763e-09,6.162064978393750181e+01
-1.210262249701505926e-03,2.821610052318779438e+01
-1.955959659554784601e-04,3.831135469773195013e+01
-2.309645298374359243e-09,6.304505461828814106e+01
-2.851490431735296014e-06,4.561815314674144162e+01
-9.937372398902113903e-04,3.480149800607460975e+01
-3.746270621799965470e-04,3.851941861014925195e+01
-6.134954009406449347e-08,6.130813322755674477e+01
-1.721059551103510093e-03,2.102703503131019858e+01
-1.804309126508394781e-07,4.015157383346954134e+01
-9.214904895073701962e-07,4.506063413292328335e+01
-6.621999678667951257e-08,4.328206823615789034e+01
-1.753606981134802527e-03,1.887379662873309272e+01
-4.898788374501886645e-05,4.005812038323329460e+01
-4.316976851332580300e-08,4.937532537094404006e+01
-5.679479982982792020e-08,6.466419395936711112e+01
-1.041905470263980275e-07,3.941241353067492525e+01
-4.970197671600091321e-02,2.152954145239771222e+01
-2.613136024520242452e-04,3.250981613567267914e+01
